249	Indonesia	Prosa Solusi Cerdas	Conversa Chatbot	https://prosa.ai/solutions/chatbots	Automate conversations and customer service through an omnichannel conversational AI that works 24/7
250	Germany	Coqui	Coqui Speech AI Framework	https://coqui.ai/	Open-source Speech to Text, and Text to Speech development toolkit with pre-trained models.
251	China	ArcVideo	Core	http://www.arcvideo.com/products/arcvideo-core/	Video processing and transcoding Live
252	United States	Corel	Corel Draw	https://www.coreldraw.com/en/	Professional vector illustration, layout, photo editing and design tools
253	United States	Corel	Corel Photo-Paint	https://www.coreldraw.com/en/pages/photo-paint/	Corel PHOTO-PAINT is an advanced photo editing software that offers professional editing tools and support for PSD files, plus extensive RAW file support for over 300 types of cameras.
254	United States	MTI Film	Cortex Dailies	http://www.mtifilm.com/cortex-dailies-v4/	Review, color grading and transcoding on set
255	United States	COSMO Consortium	COSMO	http://www.cosmo-model.org/	Regional numerical weather prediction and climate research model
256	Switzerland	CP2K	CP2K	https://www.cp2k.org/	Program to perform atomistic and molecular simulations of solid state, liquid, molecular and biological systems.
257	United States	CPFD Software	CPFD Barracuda-VR and Barracuda	http://cpfd-software.com/barracuda-vr-solutions	Modeling software for simulating Fluidized Reactors
258	United States	USCQD	CPS	http://usqcd-software.github.io/CPS.html	Lattice quantum chromodynamics application, used for nuclear ad high energy physics calculations.
259	United States	USCQD	CPS (GRID)	https://github.com/RBC-UKQCD/CPS	CPS is developed for lattice QCD and written by C++, with some machine-specific assembly routines. It is being developed by members of Columbia University, Brookhaven National Laboratory. The CPS consists of code to build a library which is can be statically linked to your code to create an executable. CPS has optimized codes for QCDOC, IBM Blue Gene machines, and builds for scalar machines or parallel machines with QMP.
260	United States	Labelbox	Creating and managing your training data in a single place	https://labelbox.com/solutions	Creating and managing your training data in a single place
261	United States	PTC	Creo Generative Topology Optimization Extension (GTO)	https://www.ptc.com/en/technologies/cad/generative-design	Creo Generative Topology Optimization Extension (GTO) creates optimized product designs based on your constraints and requirements - including materials and manufacturing processes
262	United States	PTC	Creo Parametric	http://www.ptc.com/cad/creo/parametric	Professional 3D CAD software for product design and development, including parametric modeling, simulation/analysis, and product documentation for companies ranging from SMB to Enterprise.
263	United States	PTC	Creo Simulation Live (CSL)	https://www.ptc.com/en/products/cad/creo/simulation-live-c-ppc	Integration of ANSYS Discovery Live (CUDA only) near real-time engineering simulation in PTC Creo Parametric
264	United States	Max Planck Institute for Molecular Physiology	crYOLO	http://sphire.mpg.de/wiki/doku.php?id=downloads:cryolo_1&redirect=1	Novel automated particle picking software based on the deep learning object detection system 'You Only Look Once' (YOLO). CrYOLO is available as standalone program under http://sphire.mpg.de/ and will be part of the image processing workflow in SPHIRE.
265	United States	cryoSPARC	cryoSPARC	https://cryosparc.com/	CryoSPARC is an easy to use software tool that enables rapid, unbiased structure discovery of proteins and molecular complexes from cryo-EM data.
266	Germany	Dassault Systemes SIMULIA Corp.	CST MPHYSICS STUDIO	https://www.cst.com/products/cstmps	Multiphysics simulation including thermal, CFD, and mechanical capabilities. Tightly integrated with CST's electromagnetic solvers.
267	Germany	Dassault Systemes SIMULIA Corp.	CST PARTICLE STUDIO	https://www.cst.com/products/cstps/solvers/particle-in-cell-solver	Self-consistent simulation of charged particles in electromagnetic fields
268	Germany	Dassault Systemes SIMULIA Corp.	CST STUDIO SUITE	https://www.cst.com/products/csts2	Accurate and efficient computational solution for 3D simulation of electromagnetic devices in a wide range of frequencies.
269	United States	Dalet	Cube	http://www.dalet.com/modules/cube	On-air Graphics
270	United States	Bentley Systems	CUBE 7	https://www.bentley.com/en/products/brands/cube	CUBE 7 Suite is (1) FASTPATH and (2) Analyst Drive.    FASTPATH uses NVIDIA GPUs exclusively, and Analyst Drive has a CUDA-built option so limited to NVIDIA GPUs (but can run solely on CPUs) and Cube 7’s interface is built with OpenGL to make use of essentially any available GPU for improved graphics performance (but is not NVIDIA specific).
271	Germany	Johannes Gutenberg University Mainz	cuCLARK	https://github.com/funatiq/cuclark	CuCLARK is a metagenomic classifier for CUDA-enabled GPUs
272	United States	Open Source	CUDASW++	http://cudasw.sourceforge.net/homepage.htm#latest	Open source software for Smith-Waterman protein database searches on GPUs.
273	Japan	Preferred Networks	CuPy	https://cupy.chainer.org/	CuPy (https://github.com/cupy/cupy) is a GPU-accelerated scientific computing library for Python with a NumPy compatible interface.
274	United States	Open Source	CUSHAW	http://cushaw.sourceforge.net/homepage.htm	Parallelized short read aligner
275	United States	CVEDIA	Cvedia	https://www.cvedia.com/	Creates end-to-end synthetic computer vision solutions that encompass software, hardware, and architecture integration support.
276	Canada	Cylance	Cylance	https://www.cylance.com/en_us/home.html	Advanced AI-based endpoint malware detection.
277	China	D5 Innovation	D5 Render	https://www.d5innov.com/d5-fusion	D5 Render, based on NVIDIA RTX GPU's real-time ray tracing and rasterization technology, aims to bring unprecedented real-time rendering experience for architecture and interior design.
278	Germany	Cinegy	Daniel2	https://home.cinegy.com/index.php/about/news/176-cinegy-daniel2-gpu-codec-enters-public-beta	Resolution-independent, CUDA accelerated video codec.
279	United States	Cinnafilm	Dark Energy	https://cinnafilm.com/dark-energy	Application and plug-in for image enhancement
280	United States	SparkCognition	Darwin	https://www.sparkcognition.com/product/darwin/	Darwin is a machine learning product that accelerates data science at scale by automating the building and deployment of models. Based on a proprietary neuro-evolutional algorithm, Darwin uses a combination of ML methods and genetic algorithms, to arrive at a new generation of designs.
281	United States	Plotly	Dash	https://plotly.com/dash/	With Dash Enterprise, full-stack AI applications that used to require a team of front-end, back-end, and DevOps engineers can now be built, deployed, and hyperscaled by a single data scientist within hours
282	United States	Data Monsters	Data Monsters	https://www.datamonsters.com/	Industrial Inspection
283	United States	Cloudera Inc	Data Platform	https://www.cloudera.com/products/cloudera-data-platform.html	A big data platform for both IT and the business, Cloudera Data Platform (CDP).
284	United States	Innotescus	Data visualization and image+video annotation platform	https://innotescus.io/	Developer of an image and video annotation platform designed for enabling better data, faster annotation, and deeper insights.
285	United States	Databricks	Databricks Unified Analytics Platform	https://databricks.com/	Databricks provides a cloud-based platform designed to make big data and machine learning simple.
286	United States	Datalogue	Datalogue	https://medium.com/datalogue	AI powered pipelines that automatically prepare any data from any source for immediate & compliant use.
287	United States	CrowdANALYTIX	DataX.AI	https://www.crowdanalytix.com/solutions/retail	Cloud-based crowd-sourced analytics services that create an online retail product catalog, on-boarding SKU in minutes instead of the manual process of tagging and provide produce info and removing human error involved.
288	Singapore	Dathena	Dathena	www.dathena.io	Dathena provides a 360° cockpit view of all your sensitive files, automated risk controls, controlled user access and cost savings.
289	Singapore	Blackmagicdesign	DaVinci Resolve	https://www.blackmagicdesign.com/products/davinciresolve/	Color grading and editing
290	United States	Daz3D	Daz Studio	https://www.daz3d.com/technology/	Powerful and free 3D creation software tool that is not only easy to use but rich in features and functionality.
291	Australia	DDI LABS PTY LTD	DDI LABs	https://www.ddilabs.ai/	bay parking reservation and booking system which automate the process of entry access instead of manual registration
292	United States	RE:Vision Effects	DE:Noise	https://revisionfx.com/products/denoise/	Reduce noise, dust, and artifacts with frame-to-frame motion tracking. Useful for low light shoots, CG renders with ray tracing sample artifacts, excessive film grain.
293	United States	Halliburton (Landmark)	DecisionSpace	https://www.landmark.solutions/DecisionSpace-Geosciences-10EP	E&P platform for geoscience, well planning, drilling and earth modeling.
294	Israel	DeePathology Ltd.	DeePathology STUDIO	https://deepathology.ai/our-offering/deepathology-studio/	Do It Yourself Platform for AI solutions creation in computational pathology
295	Korea, Republic of	MEDICALIP	DeepCatch	https://medicalip.com/DeepCatch	DeepCatch is software that automatically divides anatomical structures such as skin, bones, muscles, visceral fat, subcutaneous fat, internal organs, and central nervous system from CT scans by AI algorithm. In addition to instanct automatic segmentation, it also provides volumetric information of segmented organs.     The AI(Artificial Intelligence)-based image segmentation algorithm included in this product uses a deep learning-based CNN(Convolutional Neural Network) algorithm.    This product can be linked with the PACS (Picture Archieving Communication System) by complying with the DICOM standard, and provides a separate UI to store and transmit split results.
296	United Kingdom	InstaDeep Ltd.	DeepChain	https://deepchain.bio/	Explore your protein sequences with AI language models trained on billions of amino acids in minutes, automatically discover new protein designs and validate them with molecular dynamics simulations. All on cloud thanks to GPU clusters. No ML expertise needed.
297	Israel	deepdub.ai	DeepDub	https://deepdub.ai/	Provide high quality seamless localization of entertainment content using DL and AI
298	Germany	Helmholtz Zentrum München	deepflow	https://github.com/theislab/deepflow	Deep learning tool for reconstructing cell cycle and disease progression using deep learning from flow cytometry data.
299	United States	Deepgram	DeepGram	https://www.deepgram.com/	Voice processing solution for call centers, financials and other scenarios.
300	Canada	DeepInstinct	DeepInstinct	https://www.deepinstinct.com	Zero day end point malware detection solution offered to enterprise markets.
301	United States	Skymind	Deeplearning4j	https://skymind.ai/	Deeplearning4j is the most popular deep learning framework for the JVM, and includes all major neural nets such as convolutional, recurrent (LSTMs) and feedforward.
302	United States	Princeton University	DeePMD-kit	https://github.com/deepmodeling/deepmd-kit	DeePMD-kit is a package written in Python/C++, designed to minimize the effort required to build deep learning based model of interatomic potential energy and force field and to perform molecular dynamics (MD). Addresses the accuracy-versus-efficiency dilemma in molecular simulations. Applications of DeePMD-kit span from finite molecules to extended systems and from metallic systems to chemically bonded systems.
303	China	Open Source	DeepMicrobes	https://github.com/MicrobeLab/DeepMicrobes	DeepMicrobes: taxonomic classification for metagenomics with deep learning
304	Russian Federation	DeepPavlov	DeepPavlov Framework	https://deeppavlov.ai/	DeepPavlov is an open source framework for chatbots and virtual assistants development. It has comprehensive and flexible tools that let developers and NLP researchers create production ready conversational skills and complex multi-skill conversational assistants.
305	Australia	DeepRecognition	DeepRecognition	https://deeprecognition.io/	Deep Recognition is an AI enabled platform company with the power to transform businesses by bringing together the most advanced and relevant AI techniques.
306	United States	Acellera Ltd	DeepSite	https://playmolecule.org/deepsite/	DeepSite is a protein binding pocket predictor based on deep neural networks. Allows you to upload your structure on PDB format, monitor the progress of your job and visualize the results with our modern WebGL viewer.
307	United States	Google	DeepVariant	https://github.com/google/deepvariant	DeepVariant is a deep learning-based variant caller that takes aligned reads (in BAM or CRAM format), produces pileup image tensors from them, classifies each tensor using a convolutional neural network, and finally reports the results in a standard VCF or gVCF file.
308	United States	RE:Vision Effects	DEFlicker	https://revisionfx.com/products/deflicker/	Reducing flicker and artifacts in high-frame-rate and time-lapse video.
309	United States	Topaz Labs	DeNoise AI	https://topazlabs.com/denoise-ai/	DeNoise AI uses machine-learning to remove noise from your image while preserving detail for a crisp, clear result. Whether you are shooting with High ISO or in a low light scenario, DeNoise will correct your image without removing any important information or patterns in your image.
310	United States	Figure Eight	Deploy AI with World Class Training Data	https://appen.com/	Provide high-quality training data with our leading technology platform, managed services, and our global crowd to power AI globally
311	United States	Mechanomind	DermPath AI	https://mechanomind.com/	Vision AI powered decision support software that diagnoses skin tumor sub-types on digital pathology images to triage cases based on case difficulty, specialty and priority, control quality, provide 2nd reading.
312	United Kingdom	Disguise	Designer	https://www.disguise.one/en/products/designer/	Designer is the ultimate software to visualize, design, and sequence projects wherever you are, from concept all the way through to showtime.
313	United Kingdom	Affinity	Designer	https://affinity.serif.com/en-us/designer/desktop/	Vector graphic design software for creating concept art, print projects, logos, icons, UI designs, mock-ups and more. A powerful design app used by thousands of professional illustrators, web designers and game developers who love its silky-smooth combination of vector and raster design tools.
314	United States	David E. Shaw Research	DESMOND	https://www.schrodinger.com/desmond	High-speed molecular dynamics simulations of biological systems.
315	United States	Dessa	Dessa	https://dessa.com/foundations/	Deep Learning Platform based on TensorFlow. Allows end-to-end workflows. Targets consumer banking and insurance industries.
316	United States	Determined AI	Determined Platform	https://www.determined.ai/product	Determined Platform trains models faster using state-of-the-art distributed training. Finds better models with advanced hyperparameter tuning and gets more from your GPUs with smart on-prem & cloud scheduling.  Track and reproduce your work with built-in experiment tracking.
317	United States	Axon	Dextro	https://www.axon.com/info/ai	Dextro's API uses deep learning systems to analyze and categorize videos in real-time.
318	Egypt	UmedMi	Diagnose Elite	https://play.google.com/store/apps/details?id=com.umedmi.diagnoselite	Disease and imaging Diagnosis Clinical Support system
319	Austria	HS-Art	Diamant-Film Restoration	http://www.hs-art.com/index.php/solutions/diamant-film	Film cleanup and restoration
320	Belgium	MSC Software	Digimat-FE	https://www.mscsoftware.com/product/digimat#:~:text=Digimat%2DFE%20allows%20you%20to,model%20of%20the%20composite's%20RVE.	Non-linear multi-scale material and structural modeling platform
321	New Zealand	FaceMe	Digital Humans	https://digitalhumans.com/	Digital humans can be deployed to help any area of your CX strategy: Need a scalable assistant to better interpret, understand, and route inbound leads? Looking to drive more self-service behavior from consumers both on-and-offline? Digital humans could solve these problems and a whole heap more
322	United States	Adobe	Dimension	https://www.adobe.com/products/dimension.html	3D design tool enabling graphic designers to compose, adjust, and render photorealistic images.
323	United States	Discord	Discord Go Live	www.discord.com	Broadcast feature that enables Discord users to broadcast their screen to a Discord channel
324	United Kingdom	DOCME TECHNOLOGIES LTD	DocMe	DocMe.ai	Tele-triage for telemedicine
325	United States	Domino Data Lab	Domino Data Science Platform	https://www.dominodatalab.com/product/domino-data-science-platform/	Domino centralizes data science work and infrastructure across the enterprise for collaboratively building, training, deploying, and managing models – faster and more efficiently. With Domino, data scientists can innovate faster, teams reuse work and collaborate more, and IT teams can manage and govern infrastructure.
326	Kazakhstan	Cerebra.ai Ltd.	Doszhan Zhussupov	https://cerebra.kz/	Cerebra- ai powered software for early detection of the stroke
327	China	DouYu	Douyu OBS Live Assistant	https://www.douyu.com/cms/zhibo/201903/25/10020.shtml	Douyu's streaming application
328	Taiwan	SkyREC Inc.	Dr. Retail	https://www.skyrec.cc/#/solutions/1	Instore data analytics
329	United States	H2O.ai	Driverless AI	https://www.h2o.ai/driverless-ai/	Automated Machine Learning with Feature Extraction. Essentially BI for Machine Learning and AI, with accuracy very similar to Kaggle Experts.    H2O Driverless AI is an artificial intelligence (AI) platform for automatic machine learning. Driverless AI automates some of the most difficult data science and machine learning workflows such as feature engineering, model validation,  model tuning, model selection and model deployment. It aims to achieve highest predictive accuracy, comparable to expert data scientists, but in much shorter time thanks to end-to-end automation. Driverless AI also offers automatic  visualizations and machine learning interpretability (MLI). Especially in regulated industries, model transparency and explanation are just as important as predictive performance. Modeling pipelines (feature engineering and models) are exported (in full fidelity, without approximations) both as Python modules and as pure Java standalone scoring artifacts.
330	United States	University of Manchester	DualSPHysics	http://www.dual.sphysics.org/	SPH-based CFD software
331	United States	Center for Cellular Imaging and Nano Analytics (C-CINA), Biozentrum, University of Basel	Dynamo	https://wiki.dynamo.biozentrum.unibas.ch/w/index.php/Main_Page	Dynamo is a software environment for subtomogram averaging of cryo-EM data.
332	United States	NEXT LIMIT	DYVERSO	http://blog.realflow.com/category/dyverso/	Multi-physics simulation engine for liquids and granular substances. Can be used to mimic behavior of rigid and soft bodies
333	France	Bentley Systems	e-on PlantCatalog	https://info.e-onsoftware.com/plantcatalog/	Collection of high quality procedural 3D vegetation models (over 220 species)
334	France	Bentley Systems	e-on PlantFactory	https://info.e-onsoftware.com/plantfactory/overview	Procedural digital nature authoring app for M&E and AEC industries.
335	France	Bentley Systems	e-on VUE	https://info.e-onsoftware.com/vue/overview	Create 3D environment (skies, volumetric clouds, terrains, wind-swept vegetation, open water bodies, roads, rocks, etc)
336	United States	SIMPLYLIVE LIMITED	e-SLOMO	https://www.simplylive.tv/e-slomo.html	Simplylive's e-Slomo is a revolutionary software application that uses artificial intelligence to create super slow-motion sequences from standard camera footage. Creates emotion evoking promos, openers and closers, or to give new life to your archived content.
337	United States	US DOE	E3SM-EAM	https://climatemodeling.science.energy.gov/projects/accelerated-climate-modeling-energy	Global atmospheric model used as component to E3SM global coupled climate model.
338	United Kingdom	Cappasity	Easy 3D Scan	https://cappasity.com/easy-3d-scan/	3D digitizing software that creates and embeds 3D product images into your website, mobile and AR/VR apps, and gives your customer a near real shopping experience.
339	Taiwan	EBM Technologies	EBM AI Workflow	http://www.ebmtech.com/en/news/show.php?id=11	EBM AI Workflow is a software platform for seamless data annotation, training, and advanced visualization and deployment of AI-based medical imaging applications. EBM AI workflow and NVIDIA Clara combine the power of AI and edge computing to retain critical processing tasks on devices at the point of care, enabling healthcare professionals, physicians and specialists to make instantaneous, life-saving predictions and emergency responses.
340	United States	Stone Ridge Technology	Echelon 2.0	http://stoneridgetechnology.com/echelon/	Full featured reservoir simulator designed from inception for GPU (Supported features)
341	United States	Grass Valley	Edius Pro	www.grassvalley.com/products/subcat-editing_software/	Video editing
342	United States	Eigen	Eigen	http://eigen.tuxfamily.org/index.php?title=Main_Page	Eigen is a C++ template library for linear algebra: matrices, vectors, numerical solvers, and related algorithms.
343	Russian Federation	Elcomsoft	Elcomsoft	https://www.elcomsoft.com/products.html	High-performance distributed password recovery software with NVIDIA GPU acceleration and scalability to over 10,000 workstations.
344	United States	Video Copilot	Element 3D	https://www.videocopilot.net/products/	Advanced 3D object & particle render engine plugin for Adobe After Effects
345	United States	Elemental	Elemental Live	https://www.elemental.com/products/aws-elemental-live	Live streaming video processing and encoding
346	United States	Elemental	Elemental Server	https://www.elemental.com/products/aws-elemental-server	File-based video processing and encoding
347	Germany	Max Planck Institute	ELPA	http://elpa.mpcdf.mpg.de/	The publicly available ELPA library provides highly efficient and highly scalable direct eigensolvers for symmetric matrices. Though especially designed for use for PetaFlop/s applications solving large problem sizes on massively parallel supercomputers, ELPA eigensolvers have proven to be also very efficient for smaller matrices.
348	Hungary	Open Source	ElPiGraph-python	https://github.com/j-bac/elpigraph-python	This package provides a Python implementation of the ElPiGraph algorithm with cpu and gpu support.
349	United States	Baylor College of Medicine	EMAN2	https://blake.bcm.edu/emanwiki/EMAN2/#EMAN2.3	EMAN2 is the successor to EMAN1. It is a broadly based greyscale scientific image processing suite with a primary focus on processing data from transmission electron microscopes. EMAN's original purpose was performing single particle reconstructions (3-D volumetric models from 2-D cryo-EM images) at the highest possible resolution, but the suite now also offers support for single particle cryo-ET, and tools useful in many other subdisciplines such as helical reconstruction, 2-D crystallography and whole-cell tomography. Image processing in a suite like EMAN differs from consumer image processing packages like Photoshop in that pixels in images are represented as floating-point numbers rather than small (8-16 bit) integers. In addition, image compression is avoided entirely, and there is a focus on quantitative analysis rather than qualitative image display.
350	United States	JangaFX	EmberGen	https://jangafx.com/software/embergen/	A standalone real-time fluid simulation tool built specifically for real-time VFX Artists with an expansive node based system.
351	United States	Benjamin Himes	emClarity	https://github.com/bHimes/emClarity	emClarity is a collection of gpu accelerated software developed to enable determination of biological structures at resolutions better than 1nm from heterogeneous specimen imaged by cryo-Electron Tomography.
352	United States	KeySight	EMPro	http://www.keysight.com/en/pc-1297143/empro-3d-em-simulation-software?cc=US&lc=eng	Modeling and simulation environment for analyzing 3D EM effects of high speed and RF/Microwave components.
353	United Kingdom	Encord	Encord Training Data Platform	https://encord.com/#home	Developer of an algorithmic data labeling platform designed to automate manual annotation for computer vision.
354	Germany	Enscape GmbH	Enscape	www.enscape3d.com	Renderer with Plug-in for Revit, Rhino, SketchUp, ARCHICAD, and Vectorworks
355	United States	L3Harris Inc	ENVI	https://www.l3harrisgeospatial.com/Software-Technology/ENVI	Image Processing and Analytics
356	United States	Hexagon Geospatial	ERDAS Imagine	http://www.hexagongeospatial.com/brochure-pages/erdas-imagine-brochure	Remote sensing, photogrammetry and GIS toolset for the interactive, semi-automated and automated extraction of information from remotely sensed imagery and point clouds.
357	Germany	ESPResSo	ESPResSo	http://espressomd.org/wordpress/	Highly versatile software package for performing and analyzing scientific Molecular Dynamics, many-particle simulations of coarse-grained atomistic or bead-spring models as they are used in soft-matter research in physics, chemistry and molecular biology.
358	United States	Global Valuation	Esther	http://www.global-valuation.com/esther	In-memory risk analytics system for OTC portfolios with a particular focus on XVA metrics and balance sheet simulations.
359	Spain	Brainstorm	eStudio	http://www.brainstorm3d.com/products/estudio/	Virtual sets and motion graphics
360	Vietnam	EyeQ Tech JSC	EyeQ Tech JSC	https://eyeq.tech/	EyeQ provides advanced AI, Computer Vision and Deep Learning technologies to support digital transformation processes in multiple industries, including retail, advertising, banking, security, smart city and factory.
361	United States	University of New South Wales	f5c	https://github.com/hasindu2008/f5c	An optimised re-implementation of the call-methylation and eventalign modules in Nanopolish. Given a set of basecalled Nanopore reads and the raw signals, f5c call-methylation detects the methylated cytosine and f5c eventalign aligns raw nanopore DNA signals (events) to the base-called read. f5c can utilise NVIDIA graphics cards for acceleration.
362	Israel	Lightricks	Facetune	https://www.lightricks.com/products	Visual content based applications based on rendering capabilities and AI
363	Russian Federation	Fastvideo	Fast CinemaDNG Processor	http://www.fastcinemadng.com/info/faq.html	RAW video debayering, denoising and color correction completely on GPU side
364	Belgium	intoPIX	FAST TICO-RAW	https://www.intopix.com/fasttico-raw-cpu-gpu-sdks	The intoPIX TICO-RAW SDKs provide the highest quality, visually lossless codec for the optimization of your application's infrastructure. FastTICO-RAW SDKs are perfect for all professionals looking to deploy ultra-low latency, lossless RAW encoding over parts of their workflows.
365	Belgium	intoPIX	FAST TICO-XS	https://www.intopix.com/fasttico-xs-sdks	The intoPIX FastTICO-XS SDKs provide the highest quality, lowest latency, visually lossless codec for the optimization of your application. FastTICO-XS SDKs are perfect for all professionals looking to deploy ultra-low latency, lossless encoding over their whole infrastructure and workflows.
366	United States	OpenEye Scientific Software, Inc.	FastROCS	https://www.eyesopen.com/molecular-modeling-fastrocs	Molecule shape comparison application
367	United States	Alteryx	Feature Tools	https://github.com/alteryx/featuretools	Featuretools is a framework to perform automated feature engineering. It excels at transforming temporal and relational datasets into feature matrices for machine learning.
368	India	Schrodinger, Inc.	FEP+	https://www.schrodinger.com/fep	Molecular Dynamics (MD) and Free Energy Perturbation (FEP) calculations occur on time scales that are computationally demanding to simulate. A key factor in determining whether a simulation will take days, hours, or minutes to run is the hardware being used. The advent of GPU computing, however, has opened the door to a new world of computationally intensive simulations that would not have been possible even a few years ago. Desmond's high-performance Molecular Dynamics code, together with continuously improving computer hardware technologies are helping scientists push the boundaries of discovery further than ever before. MD simulations to impact drug discovery has now been attained in FEP+, due to the confluence of hardware and software development along with the formulation of sufficiently accurate theoretical methods and models
369	United States	IntelligentLight	FieldView	http://www.ilight.com/en/products/fieldview-16	Visualization application for CFD
370	New Zealand	FilmConvert	FilmConvert	https://www.filmconvert.com/plugin/adobe	FilmConvert Nitrate is a film emulation and grain suite that gives you the beautiful, classic look of film for your project in just a few clicks. With dedicated camera packs for every major camera brand, you can deliver professional video that deserves to be shown on the big screen.
371	New Zealand	FilmConvert	FilmConvert Nitrate	https://www.filmconvert.com/nitrate	A film emulation plugin that can take Log-based video and transform it into full color corrected media with a natural grain similar to that of commonly loved film stocks.
372	United States	Pixelan	FilmTouch	http://www.pixelan.com/filmtouch/intro.htm	FilmTouch is a hardware-accelerated film look effects plugin
373	United States	UPENDRAIVATESTVV	Final TEST APP for GPU Catalog	www.nvidia.com	Adding Product Description
374	Canada	Cebas	finalRender	https://www.cebas.com/index.php?pid=productinfo&prd_id=200	finalRender is the first renderer of its kind for 3ds Max to offer a comprehensive, true Hollywood quality rendering engine that supports GPU rendering
375	Australia	FingerMark	FingerMark	www.fingermark.tech	Fingermark focuses on QSR, Retail, Transport and Mining/Industrial segment with one cohesive solution.
376	Canada	Autodesk	Flame Premium	https://www.autodesk.com/products/flame/overview	Finishing and color grading
377	United States	Digital Anarchy	Flicker Free	https://digitalanarchy.com/Flicker/main.html	Deflicker Time Lapse, Slow Motion, and Old Video. Flicker Free is a powerful, new way to deflicker video.
378	Australia	BlueFish444	Fluid 4K Review	https://bluefish444.com/about/bluefish444-advantage.html	Review and approval of 4K content
379	United States	Stanford University	Folding@Home	http://folding.stanford.edu/	A distributed computing project that studies protein folding, misfolding, aggregation, and related diseases.
380	United States	Frenzy	Frenzy Enterprise Solutions	https://frenzy.ai/frenzy-enterprise-solutions/	Frenzy Enterprise Solutions provides retailers and brands with the tools to provide customer's the best experience and more purchasing opportunities including Similar Product Recommendations, Inventory Tagging, Camera Search, Complimentary Product Recommendations, How To Wear It, Influencer Matching
381	United States	Adobe	Fresco	https://www.adobe.com/products/fresco.html	Powerful painting and drawing app that let you create with realistic watercolors and oils
382	New Zealand	TOMRA Systems ASA	Fruit sorting machine	https://www.tomra.com/en/sorting/food/your-produce/fruit	grading classification and counting, trained with variety of fruits
383	Singapore	Blackmagicdesign	Fusion	https://www.blackmagicdesign.com/products/fusion/	Effects and compositing
384	United States	Kalloc Studios	Fuzor	https://www.kalloctech.com/bim_design.jsp	Fuzor is Kalloc Studios' flagship AEC software, developed with productivity and connectivity in mind. Its user-friendly interface goes far beyond just the purpose of visualization. Fuzor creates solutions for the complete building lifecycle process.
385	United States	Hong Kong Baptist University	G-BLASTN	http://www.comp.hkbu.edu.hk/~chxw/software/G-BLASTN.html	GPU-accelerated nucleotide alignment tool based on the widely used NCBI-BLAST.
386	Singapore	Graymatics	G3C.AI	http://www.graymatics.com/our-solutions/	Retail in store analytics solutions through Deep CCTV Streaming Analytics
387	Germany	Max Planck Institute	GADGET	http://wwwmpa.mpa-garching.mpg.de/gadget/	A code for cosmological simulations of structure formation.
388	China	CAS-CIAC	Galamost	http://galamost.ciac.jl.cn/	GALAMOST is a project of employing high-performance computational techniques to accelerate molecular simulation by fully utilizing the computational power of NVIDIA GPUs. Enables the investigation og polymeric systems in a large temporal and spatial scale at a very low cost.
389	China	ChangChun CHINA	GALAMOST	http://galamost.ciac.jl.cn/index.php	GALAMOST is a package of employing high-performance computational techniques on many-core processors to accelerate molecular dynamics simulations. The package is written with CUDA and C++ languages for particularly running on NVIDIA GPUs and focuses on the large scale simulations of soft matters.
390	United States	KNMI, TU Delft	Gales	http://journals.ametsoc.org/doi/full/10.1175/BAMS-D-14-00114.1	Regional numerical weather prediction model
391	United States	Open Source	GAMER	http://iopscience.iop.org/article/10.1088/0067-0049/186/2/457/meta	A GPU-accelerated Adaptive Mesh Refinement Code for astrophysical applications. Currently the code solves the hydrodynamics with self-gravity.
392	United States	Open Source	GAMESS-UK	http://www.cfs.dl.ac.uk/	The general purpose ab initio molecular electronic structure program for performing SCF-, DFT- and MCSCF-gradient calculations.
393	United States	Ames Laboratory/Iowa State University	GAMESS-US	http://www.msg.ameslab.gov/	Computational chemistry suite used to simulate atomic and molecular electronic structure.
394	United States	Gaussian, Inc.	Gaussian	www.gaussian.com	Predicts energies, molecular structures, and vibrational frequencies of molecular systems.
395	United States	MRC Laboratory of Molecular Biology	Gautomatch	https://www.mrc-lmb.cam.ac.uk/kzhang/Gautomatch/	Gautomatch is a GPU accelerated program for accurate, fast, flexible and fully  automatic particle picking from cryo-EM micrographs with or without templates.
396	United States	MRC Laboratory of Molecular Biology	GCTF	http://www.mrc-lmb.cam.ac.uk/kzhang/Gctf/	Corrects contrast transfer function effects in electron microscope optics
397	United States	GENE	GENE	http://genecode.org/	GENE (Gyrokinetic Electromagnetic Numerical Experiment) is an open source plasma microturbulence code which can be used to efficiently compute gyroradius-scale fluctuations and the resulting transport coefficients in magnetized fusion/astrophysical plasmas.
398	Japan	RIKEN	GENESIS	http://www.aics.riken.jp/labs/cbrt/	GENESIS (GENeralized-Ensemble SImulation System) is a software package for molecular dynamics simulations and trajectory analyses.
399	United States	Diamond Visionics	Genesis	http://www.diamondvisionics.com/products/genesis-rtx/	GenesisRTX, is an advanced high-fidelity runtime rendering engine which eliminates the need for traditional off-line database compiling or formatting.
400	Netherlands	Erasmus Medical Center	GenNet	https://github.com/ArnovanHilten/GenNet	GenNet can be used to create neural networks for genetics.
401	United States	Nvidia	GenomeWorks	https://github.com/clara-parabricks/GenomeWorks	GenomeWorks is a GPU-accelerated library for biological sequence analysis.
402	Philippines	Emerson	GeoDepth	http://www.pdgm.com/products/geodepth/	Seismic Interpretation Suite
